VideoID,Title,PublishDate,Views,Likes,Comments,WatchTimeMinutes,SubscribersGained,TrafficSource,DeviceType,Country,Impressions,CTR (%),AverageViewDuration (sec),Revenue ($)
VID10683,Video Tutorial #237,2021-10-13,15115,1211,168,11144,136,Suggested Videos,Tablet,Australia,81963,15.67,628,83.54
VID10684,Video Tutorial #204,2022-10-08,19984,3035,328,4466,98,Notifications,Tablet,USA,138360,9.47,290,21.6
VID10685,Video Tutorial #19,2022-07-18,14475,229,425,14522,147,External,TV,India,126333,5.18,335,58.4
VID10686,Video Tutorial #45,2021-12-20,13161,3120,553,3345,145,Browse Features,Tablet,India,2908,12.71,838,67.32
VID10687,Video Tutorial #176,2023-02-24,40849,1855,769,15555,83,Suggested Videos,Tablet,UK,13951,16.16,891,147.78
VID10688,Video Tutorial #58,2025-11-13,15560,268,195,12824,29,Browse Features,TV,Australia,131082,11.75,269,53.04
VID10689,Video Tutorial #192,2025-09-03,37901,2775,607,7066,64,YouTube Search,TV,UK,146230,6.9,708,96.86
VID10690,Video Tutorial #52,2022-12-17,8866,2850,525,2763,23,Notifications,Desktop,Canada,14720,9.22,342,21.04
VID10691,Video Tutorial #88,2023-09-18,12367,4350,624,1382,174,Suggested Videos,Desktop,Australia,63095,13.79,760,10.29
VID10692,Video Tutorial #283,2023-07-06,2225,4966,76,14244,89,Notifications,TV,Canada,36781,2.15,470,130.8
VID10693,Video Tutorial #205,2021-12-21,11391,2135,276,9646,105,Suggested Videos,Console,India,64609,4.69,162,109.74
VID10694,Video Tutorial #120,2023-06-06,25704,3460,465,3386,171,External,TV,UK,67803,8.86,748,47.97
VID10695,Video Tutorial #300,2023-08-06,21658,2270,447,8491,156,Suggested Videos,Mobile,Australia,42236,11.27,80,75.93
VID10696,Video Tutorial #180,2024-01-03,17629,990,319,10267,76,External,Console,UK,93799,6.77,647,20.79
VID10697,Video Tutorial #253,2025-10-21,30244,4493,159,16457,67,YouTube Search,Console,Australia,88556,6.07,421,106.22
VID10698,Video Tutorial #92,2022-08-17,34887,938,491,16723,108,Browse Features,Tablet,Germany,83186,1.7,725,11.01
VID10699,Video Tutorial #76,2023-09-03,3408,440,312,4868,144,Browse Features,Console,USA,117629,1.55,742,113.68
VID10700,Video Tutorial #152,2024-07-29,18872,2359,630,18357,96,Notifications,Mobile,India,18354,5.74,552,82.25
VID10701,Video Tutorial #291,2023-04-09,41626,2008,160,19482,132,Browse Features,Tablet,India,61373,10.02,795,42.19
VID10702,Video Tutorial #195,2022-09-10,37062,3346,307,16534,91,Notifications,Tablet,UK,117674,10.46,537,129.45
VID10703,Video Tutorial #299,2022-03-24,19777,4131,145,13629,87,Suggested Videos,Tablet,Canada,114947,9.4,691,147.92
VID10704,Video Tutorial #143,2022-03-19,34629,4817,674,4549,49,Suggested Videos,Mobile,USA,105647,7.97,383,38.53
VID10705,Video Tutorial #196,2022-06-29,31068,3744,395,18867,102,External,TV,Germany,13026,5.29,896,121.03
VID10706,Video Tutorial #41,2025-07-10,16605,519,690,5604,111,Notifications,Console,India,89627,7.81,424,112.65
VID10707,Video Tutorial #55,2025-08-26,49827,269,88,3913,167,Notifications,Console,USA,107487,3.36,125,112.2
VID10708,Video Tutorial #282,2025-06-07,5956,4734,734,5374,45,YouTube Search,Desktop,Canada,27663,2.96,135,143.61
VID10709,Video Tutorial #85,2022-10-11,40801,4186,777,459,178,External,TV,Australia,1025,6.1,684,73.25
VID10710,Video Tutorial #294,2025-02-03,4113,1389,750,4816,10,Suggested Videos,Desktop,Germany,51695,17.92,707,101.29
VID10711,Video Tutorial #40,2023-06-10,43264,1695,307,879,11,External,Desktop,UK,130349,6.55,542,123.67
VID10712,Video Tutorial #115,2024-09-20,8694,3274,545,6089,140,Browse Features,Console,USA,16421,16.92,587,72.19
VID10713,Video Tutorial #31,2023-12-23,42428,1390,370,7317,63,External,Mobile,UK,141941,7.67,271,72.47
VID10714,Video Tutorial #12,2024-07-03,8192,3866,450,3669,7,YouTube Search,TV,Canada,16251,8.46,885,48.14
VID10715,Video Tutorial #95,2022-08-11,31694,3030,166,3612,192,Browse Features,Tablet,Canada,76233,14.55,517,117.23
VID10716,Video Tutorial #150,2025-01-17,33571,2336,391,8594,8,YouTube Search,Mobile,USA,34287,2.59,819,103.09
VID10717,Video Tutorial #126,2022-02-09,11614,3675,636,18842,129,YouTube Search,TV,USA,43935,4.1,544,67.95
VID10718,Video Tutorial #257,2022-10-12,39669,4577,735,14395,77,External,Mobile,UK,159,17.56,683,63.19
VID10719,Video Tutorial #127,2022-11-01,5154,501,490,10993,140,Suggested Videos,TV,India,27335,9.6,90,11.35
VID10720,Video Tutorial #231,2022-01-09,27349,1662,149,19347,1,Notifications,Mobile,Australia,94308,1.75,445,1.47
VID10721,Video Tutorial #12,2022-04-20,48008,2100,467,5141,195,Notifications,Desktop,Australia,67214,1.81,323,79.57
VID10722,Video Tutorial #49,2024-11-20,13471,103,700,1368,175,External,Console,Australia,129291,16.42,766,62.92
VID10723,Video Tutorial #228,2024-04-27,23261,2747,42,16781,73,Notifications,Mobile,USA,112931,15.85,331,119.51
VID10724,Video Tutorial #183,2023-08-28,11252,3277,28,13613,130,YouTube Search,TV,USA,121989,8.79,199,81.63
VID10725,Video Tutorial #284,2023-05-17,43921,3086,631,16256,195,Suggested Videos,Console,Germany,81683,3.77,675,140.54
VID10726,Video Tutorial #86,2023-05-22,42235,3538,30,17226,133,Notifications,Tablet,Germany,32260,15.11,70,29.82
VID10727,Video Tutorial #181,2023-08-16,41177,1328,692,8451,86,YouTube Search,Desktop,Germany,99111,6.52,260,148.53
VID10728,Video Tutorial #7,2023-08-30,3735,2475,673,10229,4,External,Mobile,UK,5377,8.12,438,45.04
VID10729,Video Tutorial #111,2023-07-16,24711,1680,127,9730,130,YouTube Search,Desktop,UK,132952,12.6,767,96.54
VID10730,Video Tutorial #55,2022-04-19,42687,3747,766,18232,137,External,Tablet,USA,117201,7.01,680,75.53
VID10731,Video Tutorial #261,2022-01-08,18416,2563,293,9562,170,External,Desktop,India,60850,11.69,651,54.26
VID10732,Video Tutorial #60,2022-11-07,37762,4164,440,11311,146,Suggested Videos,Mobile,Canada,57002,16.05,326,21.33
VID10733,Video Tutorial #103,2024-06-04,24326,3318,387,9525,13,YouTube Search,TV,Canada,116949,14.56,484,20.66
VID10734,Video Tutorial #56,2024-10-13,15460,2437,765,901,148,Suggested Videos,Console,UK,97152,7.49,86,106.87
VID10735,Video Tutorial #177,2024-03-26,48289,308,641,17699,123,Suggested Videos,TV,UK,127994,5.89,664,56.96
VID10736,Video Tutorial #75,2023-05-24,9728,3997,523,15095,42,Suggested Videos,Desktop,India,139972,5.85,269,144.21
VID10737,Video Tutorial #216,2022-07-03,24625,1090,546,4202,27,Browse Features,Tablet,UK,49560,6.93,627,49.18
VID10738,Video Tutorial #163,2025-09-21,41451,4556,709,16138,148,External,Tablet,Germany,129524,9.39,205,147.54
VID10739,Video Tutorial #191,2025-01-05,41280,2395,759,18734,163,Browse Features,Desktop,USA,71075,8.08,92,31.21
VID10740,Video Tutorial #25,2022-05-19,13938,4005,109,18187,23,Suggested Videos,Desktop,UK,133536,3.26,580,15.87
VID10741,Video Tutorial #264,2023-05-09,16777,667,327,10372,181,Browse Features,TV,Canada,16668,3.78,167,47.23
VID10742,Video Tutorial #22,2024-09-13,49021,4164,404,16718,165,Notifications,Tablet,India,62779,6.83,483,132.89
VID10743,Video Tutorial #73,2025-07-25,3131,2235,244,9187,16,Notifications,Desktop,Germany,65881,10.56,782,78.52
VID10744,Video Tutorial #112,2024-06-17,23071,1237,761,6654,149,Suggested Videos,Console,UK,8530,11.08,478,20.78
VID10745,Video Tutorial #116,2022-04-24,9499,1624,162,4792,82,Suggested Videos,Console,USA,38792,9.27,255,30.77
VID10746,Video Tutorial #154,2023-04-30,15707,1375,559,10062,44,Suggested Videos,TV,India,30186,13.56,472,47.03
VID10747,Video Tutorial #212,2024-02-05,35109,3312,398,19531,73,External,TV,Australia,49771,13.53,235,88.73
VID10748,Video Tutorial #139,2022-11-04,1582,177,582,3908,188,Notifications,Desktop,Australia,145073,8.27,705,50.19
VID10749,Video Tutorial #211,2022-11-24,37180,1354,398,17229,138,External,Console,India,4007,3.12,56,112.18
VID10750,Video Tutorial #123,2022-11-18,16065,2929,492,4164,60,External,Console,USA,28704,10.01,486,92.64
VID10751,Video Tutorial #286,2025-07-11,37806,626,645,2788,37,YouTube Search,Tablet,UK,37969,7.48,724,131.14
VID10752,Video Tutorial #64,2022-05-06,6394,2655,238,13819,65,YouTube Search,Mobile,India,145709,3.34,739,75.39
VID10753,Video Tutorial #291,2025-06-04,41248,3609,464,6419,32,Suggested Videos,Tablet,Australia,143673,17.69,878,50.01
VID10754,Video Tutorial #221,2021-10-25,48511,3716,579,12533,42,External,TV,USA,119361,7.29,136,149.44
VID10755,Video Tutorial #120,2022-06-12,9156,4275,789,4323,158,Browse Features,TV,Australia,114739,11.64,473,53.67
VID10756,Video Tutorial #219,2023-07-17,34256,395,31,7618,111,Suggested Videos,Tablet,UK,111790,9.33,730,64.58
VID10757,Video Tutorial #195,2024-01-26,47637,1169,122,13727,34,Notifications,TV,Australia,125692,3.43,65,121.46
VID10758,Video Tutorial #272,2025-11-03,9702,4972,533,11874,36,YouTube Search,Mobile,Australia,6173,1.94,626,13.75
VID10759,Video Tutorial #224,2024-04-03,24600,198,666,11224,174,Suggested Videos,Mobile,India,18201,11.64,184,58.28
VID10760,Video Tutorial #15,2025-04-07,6439,969,109,12886,99,External,TV,UK,94977,5.2,198,13.31
VID10761,Video Tutorial #83,2022-02-16,22411,3909,270,18065,22,Browse Features,Tablet,Canada,7413,5.14,825,21.33
VID10762,Video Tutorial #55,2024-12-26,35897,3156,379,926,163,External,Tablet,Germany,59768,17.27,301,1.19
VID10763,Video Tutorial #158,2022-11-23,39113,4765,299,9335,167,Suggested Videos,Desktop,UK,92056,8.85,576,1.93
VID10764,Video Tutorial #40,2023-08-18,13753,2505,626,18230,88,External,TV,Canada,115187,1.5,449,57.35
VID10765,Video Tutorial #31,2023-07-03,18692,1277,731,18532,14,External,Console,Germany,119551,6.78,213,121.47
VID10766,Video Tutorial #182,2022-06-21,41376,4168,741,4017,164,External,Tablet,Canada,92775,10.94,640,88.26
VID10767,Video Tutorial #166,2025-01-29,36559,4319,763,18299,131,YouTube Search,Console,Germany,91734,6.59,266,95.42
VID10768,Video Tutorial #15,2025-04-27,13931,1270,248,3495,149,External,Desktop,Canada,144754,1.46,538,78.13
VID10769,Video Tutorial #73,2021-10-15,49287,1365,520,19126,21,Browse Features,Tablet,Germany,109219,8.55,470,123.06
VID10770,Video Tutorial #199,2023-08-25,15464,924,33,10971,77,Notifications,Mobile,Canada,144932,2.8,151,132.12
VID10771,Video Tutorial #134,2023-03-05,14379,471,227,17715,144,YouTube Search,Console,UK,71891,11.53,446,127.54
VID10772,Video Tutorial #214,2023-12-09,49200,3017,584,11918,71,External,Console,USA,82258,11.53,564,121.91
VID10773,Video Tutorial #104,2022-08-17,22881,2055,398,3364,97,YouTube Search,Mobile,UK,29815,1.64,404,27.82
VID10774,Video Tutorial #223,2023-05-30,41141,4284,723,13519,89,External,Mobile,USA,88360,5.94,604,89.28
VID10775,Video Tutorial #213,2023-08-04,7638,2052,583,7111,108,External,Desktop,India,134824,8.03,355,87.53
VID10776,Video Tutorial #213,2024-12-22,953,2955,569,4753,93,YouTube Search,TV,Germany,26397,10.35,509,79.43
VID10777,Video Tutorial #164,2021-10-24,44466,1149,219,8961,79,YouTube Search,Tablet,Germany,145200,6.03,179,72.38
VID10778,Video Tutorial #5,2022-09-19,42773,3087,370,7024,93,Notifications,Mobile,Canada,144975,5.89,736,13.83
VID10779,Video Tutorial #13,2025-01-05,35622,960,786,3422,79,Suggested Videos,Mobile,Canada,6407,17.71,621,15.77
VID10780,Video Tutorial #169,2025-03-06,17660,630,760,17751,37,Notifications,TV,Australia,58716,1.71,519,135.39
VID10781,Video Tutorial #5,2022-03-15,34102,775,527,19875,151,YouTube Search,Desktop,USA,119928,17.81,856,94.71
VID10782,Video Tutorial #132,2023-05-02,33507,360,74,9150,133,Suggested Videos,Mobile,USA,146104,1.81,182,39.72
VID10783,Video Tutorial #248,2022-11-25,21577,518,617,10281,195,Notifications,Console,Germany,146921,5.9,46,42.26
VID10784,Video Tutorial #227,2024-01-28,37600,1344,135,18160,133,Notifications,TV,India,8827,9.39,580,91.72
VID10785,Video Tutorial #220,2024-09-26,29061,1970,73,8229,25,Suggested Videos,TV,UK,17432,3.44,874,61.34
VID10786,Video Tutorial #138,2023-02-06,37325,3228,253,7173,100,External,Tablet,USA,142006,3.29,377,66.48
VID10787,Video Tutorial #98,2024-06-14,34814,2900,17,2480,168,Browse Features,Console,Germany,140385,5.36,488,9.57
VID10788,Video Tutorial #290,2024-02-17,32054,935,42,10740,74,Notifications,TV,USA,113841,17.55,231,21.24
VID10789,Video Tutorial #198,2023-08-24,24114,1987,49,16553,37,Notifications,Console,Australia,132575,7.46,452,59.31
VID10790,Video Tutorial #282,2023-02-07,49631,4997,514,19286,82,Suggested Videos,Mobile,Germany,57071,10.62,309,105.1
VID10791,Video Tutorial #141,2022-07-31,28752,377,743,4123,170,Notifications,Mobile,Australia,73142,12.97,451,7.68
VID10792,Video Tutorial #78,2023-09-23,20215,3561,730,13424,180,External,Console,USA,95295,13.62,629,50.52
VID10793,Video Tutorial #77,2022-06-24,8681,1775,570,7759,142,Notifications,Tablet,Australia,138763,12.7,494,104.41
VID10794,Video Tutorial #92,2023-04-01,21902,1506,795,11924,55,YouTube Search,Mobile,Australia,127244,6.73,841,118.91
VID10795,Video Tutorial #153,2024-08-31,4557,2655,575,15017,104,YouTube Search,TV,India,13096,2.9,833,28.94
VID10796,Video Tutorial #85,2023-06-23,577,1011,581,11933,183,Suggested Videos,Tablet,USA,52585,5.79,384,109.86
VID10797,Video Tutorial #104,2025-07-16,29031,3478,302,13052,30,Browse Features,Mobile,UK,47930,4.58,611,143.33
VID10798,Video Tutorial #299,2022-05-26,35814,1231,141,17964,184,YouTube Search,TV,Canada,34470,3.32,407,136.07
VID10799,Video Tutorial #83,2021-11-29,36285,1178,201,13191,178,YouTube Search,Tablet,Germany,57672,1.42,153,118.51
VID10800,Video Tutorial #6,2022-04-17,47590,3858,206,12140,151,YouTube Search,Tablet,Canada,29198,16.91,109,106.99
VID10801,Video Tutorial #81,2022-05-16,33521,2096,414,3415,57,Browse Features,Console,USA,2296,16.66,586,35.65
VID10802,Video Tutorial #39,2025-06-17,712,1673,220,10872,72,Browse Features,Desktop,Canada,142263,1.86,262,95.27
VID10803,Video Tutorial #86,2023-06-03,24990,1929,361,15259,131,Browse Features,Desktop,Australia,49362,3.94,509,96.67
VID10804,Video Tutorial #85,2021-11-27,41932,3840,757,12949,9,External,Mobile,Canada,137195,3.37,183,61.32
VID10805,Video Tutorial #111,2022-04-19,6306,3179,80,13977,190,YouTube Search,Desktop,Australia,20643,5.78,721,74.21
VID10806,Video Tutorial #238,2024-10-13,28482,4269,762,5858,72,External,Tablet,India,102271,4.47,438,104.26
VID10807,Video Tutorial #145,2022-01-31,8417,2554,562,6827,14,Suggested Videos,Console,Australia,70640,17.08,60,142.84
VID10808,Video Tutorial #149,2021-10-11,46278,2446,284,18021,97,Browse Features,TV,UK,141135,2.43,626,44.65
VID10809,Video Tutorial #210,2023-01-16,38115,4390,368,6153,62,Browse Features,Mobile,Australia,144968,4.6,586,37.33
VID10810,Video Tutorial #8,2023-05-02,25561,552,491,14519,18,Notifications,Mobile,USA,41072,2.37,532,90.47
VID10811,Video Tutorial #136,2024-08-03,8623,2898,345,10068,112,Suggested Videos,Desktop,UK,72713,17.67,400,20.05
VID10812,Video Tutorial #243,2025-05-09,15632,1040,203,8406,62,External,Console,India,95484,16.61,352,87.59
VID10813,Video Tutorial #272,2025-06-01,5428,885,24,11781,115,Suggested Videos,Tablet,Germany,78162,13.18,361,13.78
VID10814,Video Tutorial #42,2024-09-28,13550,3052,552,5282,183,Notifications,Tablet,Australia,3361,8.24,272,73.84
VID10815,Video Tutorial #163,2025-01-19,355,4230,68,11376,20,YouTube Search,Tablet,Canada,17146,4.23,581,93.25
VID10816,Video Tutorial #217,2023-01-14,21931,4867,515,15434,161,Browse Features,Mobile,Germany,13497,4.77,459,10.98
VID10817,Video Tutorial #92,2022-04-08,4747,3598,491,13438,144,YouTube Search,Mobile,USA,90905,8.53,211,31.44
VID10818,Video Tutorial #207,2023-08-31,7272,2556,239,16034,145,Suggested Videos,Tablet,India,25857,14.06,838,50.64
VID10819,Video Tutorial #73,2024-06-09,7983,1090,360,3757,80,External,TV,Canada,146471,5.5,502,55.61
VID10820,Video Tutorial #300,2025-02-18,17899,4576,440,9307,65,Notifications,Tablet,India,133074,6.28,405,101.58
VID10821,Video Tutorial #210,2022-06-22,24286,4959,30,1617,178,Browse Features,TV,Australia,118959,11.2,110,79.59
VID10822,Video Tutorial #212,2022-01-21,44281,459,628,16460,64,Browse Features,Console,Australia,42499,5.04,579,57.63
VID10823,Video Tutorial #278,2025-05-05,33220,4722,706,15545,42,Suggested Videos,Tablet,Germany,48430,10.93,897,67.88
VID10824,Video Tutorial #57,2023-03-20,12951,4255,601,7655,56,Notifications,Console,Germany,135018,7.58,449,2.44
VID10825,Video Tutorial #143,2022-11-29,6990,2008,689,9480,137,Browse Features,Desktop,Australia,143531,1.58,496,115.69
VID10826,Video Tutorial #2,2025-10-13,48840,1921,656,4168,36,Suggested Videos,Desktop,USA,68156,7.85,457,6.63
VID10827,Video Tutorial #191,2025-10-06,19104,4528,713,9015,175,Suggested Videos,Desktop,UK,40932,16.63,86,124.48
VID10828,Video Tutorial #286,2024-06-25,40913,1004,321,16796,119,Notifications,TV,UK,117195,5.98,351,81.38
VID10829,Video Tutorial #255,2023-05-07,43660,3084,343,7935,68,External,Desktop,Australia,105087,6.49,571,79.41
VID10830,Video Tutorial #121,2022-12-23,4594,2115,714,13650,55,External,Desktop,USA,88772,2.12,524,105.83
VID10831,Video Tutorial #155,2025-11-03,25368,2590,535,4176,118,External,TV,USA,35985,11.46,295,129.0
VID10832,Video Tutorial #31,2022-11-04,6124,2144,354,19319,163,Browse Features,Desktop,Canada,21257,15.44,256,141.43
VID10833,Video Tutorial #227,2025-06-20,39668,4311,470,15086,158,Notifications,Tablet,Australia,19774,7.0,858,81.73
VID10834,Video Tutorial #183,2023-12-01,33568,2242,104,19387,54,External,TV,Canada,32457,5.08,833,23.02
VID10835,Video Tutorial #242,2025-06-21,25494,4981,786,9288,37,Browse Features,Mobile,Germany,12678,17.26,83,131.86
VID10836,Video Tutorial #114,2022-06-07,20496,2087,321,781,14,Browse Features,Tablet,Australia,128557,13.67,638,6.58
VID10837,Video Tutorial #245,2024-01-12,28593,939,571,11450,143,External,Mobile,India,133423,10.64,33,121.2
VID10838,Video Tutorial #78,2022-06-20,24839,4302,526,8177,76,YouTube Search,Tablet,Australia,137593,6.19,468,102.22
VID10839,Video Tutorial #106,2025-07-20,1667,3971,503,1566,52,Suggested Videos,Console,UK,103329,4.75,339,135.76
VID10840,Video Tutorial #228,2024-08-30,35348,4000,84,11160,183,Browse Features,Console,USA,143374,13.17,632,134.67
VID10841,Video Tutorial #58,2025-06-15,3383,4651,708,1161,6,Notifications,Mobile,Germany,124081,9.87,118,8.45
VID10842,Video Tutorial #140,2025-02-27,40052,3409,234,17611,184,External,Desktop,Australia,149302,9.85,349,91.61
VID10843,Video Tutorial #44,2023-04-19,22202,771,262,12544,54,Notifications,TV,India,37177,2.25,404,19.14
VID10844,Video Tutorial #288,2024-03-18,24141,249,5,8049,51,Suggested Videos,Mobile,Canada,115236,9.71,633,12.23
VID10845,Video Tutorial #42,2025-07-22,561,373,493,18436,3,YouTube Search,Tablet,India,60630,14.99,530,67.52
VID10846,Video Tutorial #138,2023-10-16,47364,2927,288,14669,42,Suggested Videos,Desktop,Australia,118279,17.1,691,15.09
VID10847,Video Tutorial #75,2024-10-16,37900,3858,569,6313,39,YouTube Search,TV,Germany,27222,2.81,263,109.32
VID10848,Video Tutorial #223,2022-04-25,16686,4931,656,19063,120,External,Mobile,Australia,29481,11.73,366,145.36
VID10849,Video Tutorial #11,2024-04-20,20567,702,553,18507,29,Browse Features,Console,Canada,105714,10.66,600,85.65
VID10850,Video Tutorial #88,2025-06-08,31836,2186,349,2987,137,YouTube Search,TV,Germany,113371,16.14,214,35.66
VID10851,Video Tutorial #233,2024-12-11,8870,942,199,12551,102,Notifications,Console,UK,138260,13.77,467,126.56
VID10852,Video Tutorial #81,2024-07-17,36294,3915,685,432,6,Suggested Videos,Console,USA,97454,17.41,585,128.04
VID10853,Video Tutorial #86,2022-03-31,9228,794,334,11995,163,External,Console,Germany,127828,17.32,209,110.05
VID10854,Video Tutorial #62,2022-11-27,1775,678,606,16484,162,Notifications,Tablet,Canada,12922,4.84,105,92.46
VID10855,Video Tutorial #206,2024-09-02,18527,1562,216,3382,166,Browse Features,Tablet,Australia,132608,13.33,685,130.23
VID10856,Video Tutorial #37,2023-12-13,46583,4054,622,16093,163,Browse Features,Mobile,Germany,111301,10.02,642,24.91
VID10857,Video Tutorial #171,2023-01-09,34519,453,352,1952,108,External,Console,India,27381,4.65,301,139.77
VID10858,Video Tutorial #82,2024-11-13,8546,2467,691,9960,19,Suggested Videos,Console,USA,88117,4.31,84,142.11
VID10859,Video Tutorial #86,2025-07-25,12320,3657,674,16292,48,Notifications,Console,Australia,96105,2.38,730,130.86
VID10860,Video Tutorial #70,2023-06-29,10522,4147,630,16491,95,Notifications,Tablet,UK,84503,14.52,892,37.97
VID10861,Video Tutorial #208,2025-04-07,20774,3755,324,1489,58,External,Console,UK,106123,6.52,876,128.8
VID10862,Video Tutorial #65,2023-05-09,30466,210,227,4636,176,YouTube Search,Mobile,Germany,22866,15.57,106,74.9
VID10863,Video Tutorial #191,2022-12-12,35625,4984,144,10787,89,External,Console,India,93991,11.34,325,89.44
VID10864,Video Tutorial #255,2025-06-01,15704,1927,307,5157,25,Notifications,Tablet,Germany,62339,12.45,248,126.17
VID10865,Video Tutorial #17,2024-09-30,11128,4946,653,5453,35,YouTube Search,Tablet,Canada,133966,5.96,306,4.92
VID10866,Video Tutorial #120,2023-04-04,28080,3967,633,89,170,YouTube Search,Console,Germany,56864,8.77,607,54.76
VID10867,Video Tutorial #9,2024-02-24,7622,1878,284,5587,125,External,Tablet,India,30958,8.01,677,122.45
VID10868,Video Tutorial #28,2023-04-11,17458,627,391,12911,42,YouTube Search,Mobile,Germany,42950,5.01,775,122.19
VID10869,Video Tutorial #151,2024-09-01,19409,2727,737,2233,98,Browse Features,Tablet,Canada,144190,15.15,740,127.38
VID10870,Video Tutorial #106,2021-12-18,8748,1459,359,2579,32,Browse Features,Console,UK,127271,11.58,295,25.8
VID10871,Video Tutorial #146,2023-03-07,4906,2825,768,9974,99,Suggested Videos,Mobile,Australia,83117,1.64,72,106.03
VID10872,Video Tutorial #204,2025-04-10,27577,1251,796,13778,96,Suggested Videos,Tablet,UK,50890,14.94,390,22.4
VID10873,Video Tutorial #288,2022-03-04,39542,4759,164,17517,172,YouTube Search,Tablet,USA,81220,2.8,257,117.87
VID10874,Video Tutorial #184,2024-08-08,9295,4364,732,16259,44,Browse Features,Mobile,Australia,9950,7.86,256,37.15
VID10875,Video Tutorial #239,2023-07-02,43684,2164,580,2633,87,Suggested Videos,Tablet,Germany,106859,10.71,92,110.8
VID10876,Video Tutorial #289,2022-05-25,42914,1624,223,1413,142,External,Desktop,UK,65796,1.13,200,68.52
VID10877,Video Tutorial #270,2025-06-16,28996,1854,123,18972,94,Suggested Videos,Tablet,India,87926,12.1,791,147.95
VID10878,Video Tutorial #85,2024-04-25,37405,754,343,16725,16,Notifications,TV,UK,139590,12.21,879,87.19
VID10879,Video Tutorial #38,2023-10-26,37740,1869,523,7495,139,Notifications,Mobile,Canada,123252,12.09,791,95.07
VID10880,Video Tutorial #197,2021-11-23,37864,182,51,11810,21,Notifications,Desktop,USA,7181,3.78,336,55.54
VID10881,Video Tutorial #100,2024-10-14,31695,1514,128,17133,150,External,Desktop,UK,102816,5.35,779,110.31
VID10882,Video Tutorial #3,2021-12-31,19328,903,134,12808,89,YouTube Search,Mobile,UK,141286,5.21,597,74.49
VID10883,Video Tutorial #250,2022-01-12,7253,3345,656,4990,77,External,Tablet,Canada,18822,17.32,712,3.2
VID10884,Video Tutorial #141,2023-11-19,48221,3454,126,3888,139,YouTube Search,Mobile,Canada,87608,2.15,63,91.48
VID10885,Video Tutorial #294,2025-01-11,21708,3608,737,1959,113,Browse Features,Tablet,Canada,129852,8.29,856,124.65
VID10886,Video Tutorial #223,2022-08-19,42646,2557,70,19854,67,YouTube Search,Mobile,Germany,18085,15.81,671,35.9
VID10887,Video Tutorial #169,2023-08-02,15847,2140,272,18522,109,Notifications,Tablet,Germany,137060,14.08,159,33.55
VID10888,Video Tutorial #70,2022-05-10,32856,4245,186,18548,178,YouTube Search,Mobile,UK,120334,14.98,423,91.53
VID10889,Video Tutorial #158,2023-07-17,31008,2165,2,17631,124,Suggested Videos,Desktop,India,83945,17.53,180,122.79
VID10890,Video Tutorial #77,2024-06-06,6315,2613,284,9968,140,Browse Features,Mobile,India,123546,7.58,684,37.82
VID10891,Video Tutorial #298,2022-02-01,6648,2022,21,8707,56,Suggested Videos,Desktop,Germany,106847,6.26,659,139.87
VID10892,Video Tutorial #71,2022-03-05,35233,2822,165,15503,54,Suggested Videos,Tablet,India,22136,1.52,745,139.14
VID10893,Video Tutorial #180,2022-04-27,17192,2282,309,10043,81,YouTube Search,Tablet,India,29446,3.55,413,30.48
VID10894,Video Tutorial #244,2024-12-21,49966,1571,476,9596,106,YouTube Search,Console,Australia,113607,10.55,776,39.94
VID10895,Video Tutorial #131,2024-07-15,27048,1973,497,266,155,Suggested Videos,Mobile,Germany,114773,3.68,46,105.24
VID10896,Video Tutorial #255,2025-05-19,25940,3987,433,1730,101,External,Mobile,USA,26791,13.52,623,142.78
VID10897,Video Tutorial #213,2024-02-15,28928,2245,757,13251,171,Browse Features,TV,Germany,105678,1.63,43,106.63
VID10898,Video Tutorial #273,2022-05-25,14356,2443,233,16244,146,Suggested Videos,Tablet,Germany,18086,5.41,110,67.01
VID10899,Video Tutorial #200,2023-07-14,47395,714,669,7086,173,Suggested Videos,Tablet,Canada,49765,12.82,236,25.77
VID10900,Video Tutorial #192,2022-03-29,11935,3546,662,1081,110,Browse Features,Desktop,UK,113508,5.34,233,69.42
VID10901,Video Tutorial #186,2025-01-16,44195,223,724,1632,106,Browse Features,Mobile,India,73828,13.39,408,91.21
VID10902,Video Tutorial #47,2023-01-07,43876,864,375,2076,101,External,TV,USA,50154,17.93,813,49.98
VID10903,Video Tutorial #55,2025-03-20,7493,4626,729,8652,2,Browse Features,Mobile,USA,140584,14.55,573,76.78
VID10904,Video Tutorial #181,2024-10-20,31889,1426,245,907,147,Notifications,Tablet,Canada,81599,6.81,52,19.97
VID10905,Video Tutorial #233,2024-05-09,17134,2305,302,8283,24,YouTube Search,Desktop,USA,99259,16.31,643,68.1
VID10906,Video Tutorial #86,2025-03-04,23961,654,404,5791,74,YouTube Search,Mobile,Canada,66653,1.87,191,14.07
VID10907,Video Tutorial #199,2024-10-08,4433,1160,787,13632,183,External,Tablet,Canada,5379,13.33,639,7.84
VID10908,Video Tutorial #83,2024-08-26,26827,1843,662,13294,60,Browse Features,Tablet,Germany,7812,1.4,173,128.66
VID10909,Video Tutorial #48,2024-11-27,34411,444,707,10409,122,Notifications,Tablet,Germany,15917,3.97,133,31.16
VID10910,Video Tutorial #232,2023-08-15,14808,2466,20,9893,54,YouTube Search,Mobile,Australia,93716,17.79,411,86.49
